server_name,disk_model,avg_downtime,avg_maintenance_cost,avg_replacements,avg_availability,avg_MTBF,avg_MTTR,std_downtime,std_maintenance_cost,meets_sla
Server_3,Disk-A,0.02773885951446573,13011.95,53.11,99.99972261140486,189.85101292651626,0.0005393339826025988,0.2175898779376971,1173.3914297880312,True
Server_3,Disk-B,0.10882853647560296,17924.6,67.64,99.99891171463526,148.809946411403,0.0018211120487738608,0.6641404394392195,1452.6834961546165,True
Server_3,Disk-C,0.0,15246.45,59.79,100.0,168.59679240415642,0.0,0.0,1359.556599594147,True
Server_1,Disk-A,0.057434507305847544,16731.0,64.35,99.99942565492694,156.64541499472955,0.0008724718194538592,0.33949153021538514,1485.1326540077152,True
Server_1,Disk-B,0.05329378195435311,22576.4,80.63,99.99946706218044,124.84111242970106,0.0006557616474030987,0.36192242751811876,1820.9280710670585,True
Server_1,Disk-C,0.03886265349356563,19674.9,72.87,99.99961137346507,138.3889344246995,0.0005451691921767001,0.2310451441490093,1769.5425934404632,True
Server_2,Disk-A,0.026633090181121588,16835.0,64.75,99.99973366909819,155.57733093107163,0.000454753584488771,0.1868911772434379,1452.920851251024,True
Server_2,Disk-B,0.048145407725337465,22806.0,81.45,99.99951854592274,123.51024436904596,0.0006030884119524665,0.31907862693227274,1746.0755997378808,True
Server_2,Disk-C,0.029879836879799768,19342.8,71.64,99.99970120163121,140.37041113160177,0.0003766270848114115,0.22271376378188065,1434.0635132378204,True
